"publish_date","headline_text","year","month","day"
20100726,"prison officials refused to move williams",2010,7,26
20090221,"brumbies nail another last gasp win",2009,2,21
20140505,"police allege nsw man stalked hobart woman for two years",2014,5,5
20070526,"sadr denounces evil trio",2007,5,26
20040806,"palestinian militants break up news conference",2004,8,6
20130128,"premier heckled by protesters in broome",2013,1,28
20100924,"blame game over aboriginal exodus",2010,9,24
20101119,"dairy production target",2010,11,19
20111021,"cheaper salmon thanks to super season",2011,10,21
20060421,"raa to monitor regional fuel prices",2006,4,21
20130627,"free range pecking order",2013,6,27
20100908,"man stabbed with screwdriver during robbery",2010,9,8
20040706,"govt tightens loop in yemen siege",2004,7,6
20050831,"costello laughs off turnbulls tax plans",2005,8,31
20171228,"sick among those evacuated from syrias eastern",2017,12,28
20130417,"media call rod davies",2013,4,17
20050524,"minister guarantees rail line future",2005,5,24
20190726,"south32 warning over dendrobium mine expansion plan",2019,7,26
20100903,"hunter businesses submit wish list for region",2010,9,3
20151013,"former telstra boss advises small business to focus on customer",2015,10,13
20100113,"piquet says future in nascar",2010,1,13
20090517,"calls for indigenous community fresh food scheme",2009,5,17
20070808,"ex priest granted high court appeal on assault",2007,8,8
20130128,"aust day gong recognises fire volunteer",2013,1,28
20150421,"nsw faces largest storm operation in 10 years",2015,4,21
20151124,"the potent viagra botox deal designed to dodge",2015,11,24
20060511,"ama seeks more funding for aged care infrastructure",2006,5,11
20131105,"gai waterhouses first melbourne cup a dream come",2013,11,5
20041008,"appeals court extends renmark manslaughter sentence",2004,10,8
20040711,"iraqi militants set 24 hour hostage deadline",2004,7,11
20090505,"mp considers minister for outback call",2009,5,5
20210202,"mon repos turtle encounter waitlist",2021,2,2
20070827,"horse flu outbreak keeps cup winner out of aust",2007,8,27
20100204,"fev convinced of brisbanes prospects",2010,2,4
20060706,"pm backs criticism of aboriginal mourning time",2006,7,6
20180131,"python devours possum in a tree",2018,1,31
20080526,"autopsy on bashed woman inconclusive",2008,5,26
20061226,"turmoil delays coronation of tongas new monarch",2006,12,26
20100504,"rudd lashes barnett over super tax",2010,5,4
20150621,"fire at alternative health centre causes $200k damage",2015,6,21
20110227,"soggy end for pizza record bid",2011,2,27
20150306,"govt defends safeguards for hunter horse industry as coal minin",2015,3,6
20030911,"injuries suspension delay naming of broncos line up",2003,9,11
20130726,"ford guarding our borders from the invading hordes",2013,7,26
20141219,"great southern water demand likely to double in",2014,12,19
20060413,"public reminded of fruit fly crackdown",2006,4,13
20060324,"officers sent to relieve exhausted colleagues in",2006,3,24
20041109,"health chief opposes call for cord blood storage",2004,11,9
20071114,"democrats say 18 trillion spent on iraq afghan wars",2007,11,14
20161005,"gene mutation drives compulsion to eat fatty foods",2016,10,5
20030601,"robredo rolls hewitt costa wins marathon",2003,6,1
20130812,"women's ashes: sarah elliott australia's southern stars",2013,8,12
20210225,"covid vaccine rivalry china and india world influence in asia",2021,2,25
20200709,"england vs west indies cricket rain black lives matter",2020,7,9
20180108,"png drama troupe puts deadly tribal fighting in",2018,1,8
20160912,"airfares hike in lead up to crows swans semi final",2016,9,12
20140502,"melbourne victory re sign archie thompson and adrian leijer",2014,5,2
20040203,"sharon drops gaza settlements bombshell",2004,2,3
20200815,"japanese surrender wwii new guinea captured by burnie lensman",2020,8,15
20200130,"40 degree day playground urban legend climate change",2020,1,30
20190503,"fact check electric cars australia vs oecd",2019,5,3
20181031,"inflation q3 2018",2018,10,31
20131025,"british sculptor anthony caro dead at 89",2013,10,25
20100107,"aussie ana digs deep at brisbane",2010,1,7
20050828,"indian pm makes historic trip to kabul",2005,8,28
20110429,"man drowns in darling river",2011,4,29
20061204,"lamb slaughter levels reach 25 year high",2006,12,4
20120416,"ivanhoe police",2012,4,16
20040506,"employers group questions wage rise",2004,5,6
20030914,"de la hoya shocked as mosley captures double",2003,9,14
20090612,"ferguson plays down china trade rift reports",2009,6,12
20170905,"lamb ad under fire for portrayal of vegetarian god ganesha",2017,9,5
20140313,"great southern man jailed for molesting underage",2014,3,13
20040307,"act fire victims fear being sidelined",2004,3,7
20111025,"gaddafi to be buried in desert",2011,10,25
20110608,"old bus tickets back to assist poor",2011,6,8
20151005,"matthewson malcolm turnbull setting a new tone",2015,10,5
20170912,"video of indigenous man being hosed from darwin footpath",2017,9,12
20110221,"disaster aid needed in over 200 communities",2011,2,21
20141031,"news exchange friday october 31",2014,10,31
20040723,"ford workers fear for jobs under fta",2004,7,23
20070502,"qld police shoot man dead in hostage drama",2007,5,2
20071201,"vietnam sentences heroin traffickers to death",2007,12,1
20210309,"didgeridoo workshops teach rural students culture respect",2021,3,9
20190520,"federal election the morrison government big economic challenge",2019,5,20
20080817,"russia refuses to be drawn on georgia withdrawal",2008,8,17
20140123,"abbott vows to promote free trade as g20 chair",2014,1,23
20201107,"joe biden declaress he will win election",2020,11,7
20100320,"interview rick stone",2010,3,20
20100925,"tropical storm matthew reaches central america",2010,9,25
20120328,"more evidence heard in prison death inquest",2012,3,28
20140909,"abusive passenger forces virgin flight landing townsville",2014,9,9
20111004,"developer up beat about emporium demand",2011,10,4
20180709,"young farmers finding innovative ways to deal with drought",2018,7,9
20100824,"shares fall on disappointing profits",2010,8,24
20150630,"emergency services attend melbourne prison riot",2015,6,30
20180511,"far north queensland town forced to boil water for months",2018,5,11
20080315,"preferences to decide tight rockhampton poll",2008,3,15
20171021,"police divers find two bodies sunken trawler recovery operation",2017,10,21
20060108,"serra claims adelaide title",2006,1,8
20171210,"ancient tombs reveal hidden secrets of egypt",2017,12,10
20170503,"traineeships lead to few job opportunities in apy lands",2017,5,3
20110427,"bulldogs lure england star graham",2011,4,27
20161026,"ej12 girl hero author susannah mcfarlane wowed by 12yo filmmaker",2016,10,26
20120715,"34 dead in nepalese bus crash",2012,7,15
20120420,"gas firm flags more basin wells",2012,4,20
20051010,"cairns doctors to consider pay proposal",2005,10,10
20030330,"artillery fire heard north of umm qasr",2003,3,30
20051030,"anti terror law concerns persist",2005,10,30
20120806,"expert warns us must share power with china",2012,8,6
20190608,"theresa may officially steps down",2019,6,8
20110428,"how can the beef industry in the nations north",2011,4,28
20141006,"revisiting the rogersons jack graduates from",2014,10,6
20110404,"protesters killed amid yemen violence",2011,4,4
20110604,"gold coast residents in fear after shootings",2011,6,4
20110528,"industry questions live odds ban benefits",2011,5,28
20120706,"workers will vote on a pay offer in a secret ballot",2012,7,6
20041120,"tilt train services back on track",2004,11,20
20040715,"funding expected for mackay sporting centre",2004,7,15
20111013,"nurses warn of bed shortages",2011,10,13
20080512,"scheelite mine delays",2008,5,12
20030304,"material girl goes into print",2003,3,4
20040105,"ministers handed election ad report",2004,1,5
20080520,"hydro hardships documented",2008,5,20
20120322,"residents satisfied with plans for housing development",2012,3,22
20040405,"nsw withdraws pharmacy deregulation legislation",2004,4,5
20060111,"hospital takes on british doctors",2006,1,11
20070910,"mayors to meet with rex over service cut",2007,9,10
20080125,"no funds for siblings in need",2008,1,25
20170510,"woman gets $5 million payout after plane crash",2017,5,10
20161229,"netanyahu looks forward to working with trump",2016,12,29
20090909,"watch excerpt of pedigree dogs exposed",2009,9,9
20120801,"training organisation goes under",2012,8,1
20040724,"edwards may complete at olympics iaaf",2004,7,24
20170713,"negawatts touted as solution to growing energy",2017,7,13
20131005,"fireworks thrown at police during out of control party",2013,10,5
20160810,"warehouse burning at playford power station in port augusta",2016,8,10
20100621,"israel eases gaza blockade",2010,6,21
20060522,"fairfax executive to head abc",2006,5,22
20100722,"interview will genia",2010,7,22
20131018,"nrn timber plant",2013,10,18
20061102,"breakers thrash tigers",2006,11,2
20200925,"new covid border measures to hurt australias shipping sector",2020,9,25
20140423,"police hunt ballarat knife bandit",2014,4,23
20031103,"aust calls for aid to help rebuild solomons",2003,11,3
20060607,"council awaits notification of development",2006,6,7
20120119,"grain prices slump again from usda report",2012,1,19
20190125,"peppa pig trailer: whats peppa",2019,1,25
20150406,"manufacturing predicted to inject millions of dollars into the",2015,4,6
20050125,"sri lankan cricketers help out darwin tsunami",2005,1,25
20040408,"govt seeks to boost doctor numbers in bush",2004,4,8
20160315,"whats rosies future",2016,3,15
20060126,"central queensland property sells for 35m",2006,1,26
20190917,"locals issue warning to tourists tackling indian ocean drive",2019,9,17
20110126,"hunter region australia day honours",2011,1,26
20151004,"fan day at glenferrie oval for the hawthorn football club",2015,10,4
20050405,"wyndham water woes end",2005,4,5
20141224,"nut rage incident boosts koreas demand for hawaiian macadamias",2014,12,24
20130826,"dawson mp calls for apology to south sea islanders",2013,8,26
20030415,"mp savages dangerous railway lines",2003,4,15
20130705,"luv a duck accc stoush returns to court",2013,7,5
20150218,"transport minister dodges questions over meetings with mccloy o",2015,2,18
20191010,"turkey invades syria in land offensive against kurdish militia",2019,10,10
20080306,"knife bandit holds up lowood store",2008,3,6
20051012,"swimming body pushes for video replays",2005,10,12
20060522,"car crashes into mildura jewellery store",2006,5,22
20100111,"davis warns hes in tour winning form",2010,1,11
20031113,"macquarie bank deposits healthy profit",2003,11,13
20060323,"firm says staff taken care of before collapse",2006,3,23
20060817,"adrift fishermen survive nine months at sea",2006,8,17
20090424,"hope for record numbers at anzac day services",2009,4,24
20080814,"volunteers headache",2008,8,14
20091016,"lockyer concedes hes touring for last time",2009,10,16
20161021,"gold rush central victoria",2016,10,21
20100408,"hodgman threatens no confidence vote",2010,4,8
20130618,"mixed reaction to nsw budget",2013,6,18
20060718,"nasa set to resume regular shuttle flights",2006,7,18
20140820,"police reveal cctv footage of servo burglars",2014,8,20
20121029,"officials expect vanuatu polls to run smoothly",2012,10,29
20091102,"abc launceston reporter bronwyn perrys story on",2009,11,2
20090528,"mps fail to submit reports on overseas travel",2009,5,28
20090305,"family close to selling radioactive home lawyer",2009,3,5
20131203,"sydney harbour tunnel blocked by truck",2013,12,3
20120525,"cassidy alarm bells are ringing",2012,5,25
